event_id,cap,stato_estero
SEND_ANALOG_DOMICILE.IUN_JDKL-UKHE-ZDME-202307-D-1.RECINDEX_0.ATTEMPT_0,47924,NA
SEND_ANALOG_DOMICILE.IUN_MNGW-KRYK-UARY-202307-M-1.RECINDEX_0.ATTEMPT_0,47822,NA
SEND_ANALOG_DOMICILE.IUN_DKJM-KYND-NGHK-202307-E-1.RECINDEX_0.ATTEMPT_0,20812,NA
SEND_ANALOG_DOMICILE.IUN_QPZM-YKZD-QVJV-202307-H-1.RECINDEX_0.ATTEMPT_0,47921,NA
SEND_ANALOG_DOMICILE.IUN_LVDQ-HJDN-ZDYV-202307-R-1.RECINDEX_0.ATTEMPT_0,80026,NA
SEND_ANALOG_DOMICILE.IUN_LPGD-QAGL-JHJT-202307-V-1.RECINDEX_0.ATTEMPT_0,24030,NA
SEND_ANALOG_DOMICILE.IUN_LPGD-QAGL-JHJT-202307-V-1.RECINDEX_0.ATTEMPT_1,24040,NA
SEND_ANALOG_DOMICILE.IUN_HDPK-DGQL-QVMJ-202307-M-1.RECINDEX_0.ATTEMPT_0,43056,NA
SEND_ANALOG_DOMICILE.IUN_XGDH-WQUZ-QKHM-202307-A-1.RECINDEX_0.ATTEMPT_0,98152,NA
SEND_ANALOG_DOMICILE.IUN_HMLY-WDAV-NPKA-202307-A-1.RECINDEX_0.ATTEMPT_0,47824,NA
SEND_ANALOG_DOMICILE.IUN_UPMU-PTWE-LWAZ-202307-V-1.RECINDEX_0.ATTEMPT_0,27043,NA
SEND_ANALOG_DOMICILE.IUN_TVPT-HQAW-LUYL-202307-U-1.RECINDEX_0.ATTEMPT_0,70024,NA
SEND_ANALOG_DOMICILE.IUN_TRYV-RWGA-PQXU-202307-L-1.RECINDEX_0.ATTEMPT_0,71016,NA
SEND_ANALOG_DOMICILE.IUN_PRWZ-HMAE-NKEY-202307-R-1.RECINDEX_0.ATTEMPT_0,27043,NA
SEND_ANALOG_DOMICILE.IUN_HVWG-GLZD-XVYM-202307-R-1.RECINDEX_0.ATTEMPT_0,25018,NA
SEND_ANALOG_DOMICILE.IUN_GLAY-YJAP-MPXA-202307-E-1.RECINDEX_0.ATTEMPT_0,97019,NA
SEND_ANALOG_DOMICILE.IUN_PUYD-ZPDV-ZATE-202307-M-1.RECINDEX_0.ATTEMPT_0,30014,NA
SEND_ANALOG_DOMICILE.IUN_PUYD-ZPDV-ZATE-202307-M-1.RECINDEX_0.ATTEMPT_1,30014,NA
SEND_ANALOG_DOMICILE.IUN_LZRZ-TNKW-DEMT-202307-Q-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_QKTM-GXNP-UWUH-202307-Q-1.RECINDEX_0.ATTEMPT_0,47922,NA
SEND_ANALOG_DOMICILE.IUN_AWUP-EAPW-AWJE-202307-X-1.RECINDEX_0.ATTEMPT_0,21010,NA
SEND_ANALOG_DOMICILE.IUN_PKWA-ZXVZ-XVAR-202307-R-1.RECINDEX_0.ATTEMPT_0,80147,NA
SEND_ANALOG_DOMICILE.IUN_XHKE-LNUN-HZHY-202307-Z-1.RECINDEX_0.ATTEMPT_0,20861,NA
SEND_ANALOG_DOMICILE.IUN_NAWL-TJYK-KNXD-202307-T-1.RECINDEX_0.ATTEMPT_0,47826,NA
SEND_ANALOG_DOMICILE.IUN_LWMG-AYRD-QXWJ-202307-A-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_UZVX-DHJE-XUNR-202307-V-1.RECINDEX_0.ATTEMPT_0,81049,NA
SEND_ANALOG_DOMICILE.IUN_EQYZ-AJWP-RMDX-202307-J-1.RECINDEX_0.ATTEMPT_0,52045,NA
SEND_ANALOG_DOMICILE.IUN_ZNDL-XVPH-XDLD-202307-U-1.RECINDEX_0.ATTEMPT_0,47853,NA
SEND_ANALOG_DOMICILE.IUN_VPAL-PKHP-KLQY-202307-P-1.RECINDEX_0.ATTEMPT_0,20831,NA
SEND_ANALOG_DOMICILE.IUN_ZQZA-WYMY-JLPJ-202307-E-1.RECINDEX_0.ATTEMPT_0,24127,NA
SEND_ANALOG_DOMICILE.IUN_JYQG-XQJH-RKGU-202307-V-1.RECINDEX_0.ATTEMPT_0,26020,NA
SEND_ANALOG_DOMICILE.IUN_ZMWQ-ZXUY-QHLG-202307-T-1.RECINDEX_0.ATTEMPT_0,35021,NA
SEND_ANALOG_DOMICILE.IUN_JNYU-URLM-VQYU-202307-Q-1.RECINDEX_0.ATTEMPT_0,61013,NA
SEND_ANALOG_DOMICILE.IUN_TMQU-KTRD-PTGP-202307-A-1.RECINDEX_0.ATTEMPT_0,20147,NA
SEND_ANALOG_DOMICILE.IUN_PUEP-NKPK-NDRY-202307-T-1.RECINDEX_0.ATTEMPT_0,47924,NA
SEND_ANALOG_DOMICILE.IUN_VYJW-EKTK-HQJE-202307-N-1.RECINDEX_0.ATTEMPT_0,72014,NA
SEND_ANALOG_DOMICILE.IUN_DHUK-WZEM-AGJA-202307-H-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_KMKV-KGPU-ZWUZ-202307-E-1.RECINDEX_0.ATTEMPT_0,20026,NA
SEND_ANALOG_DOMICILE.IUN_MRGM-QVHD-UZAL-202307-M-1.RECINDEX_0.ATTEMPT_0,85028,NA
SEND_ANALOG_DOMICILE.IUN_GDKX-RJGD-WVYQ-202307-U-1.RECINDEX_0.ATTEMPT_0,55045,NA
SEND_ANALOG_DOMICILE.IUN_ETHJ-TPDY-VPNW-202307-E-1.RECINDEX_0.ATTEMPT_0,9043,NA
SEND_ANALOG_DOMICILE.IUN_DPTX-YLAW-PMEH-202307-R-1.RECINDEX_0.ATTEMPT_0,88046,NA
SEND_ANALOG_DOMICILE.IUN_EYRY-DMZW-UXRU-202307-X-1.RECINDEX_0.ATTEMPT_0,74020,NA
SEND_ANALOG_DOMICILE.IUN_EYRY-DMZW-UXRU-202307-X-1.RECINDEX_0.ATTEMPT_1,74028,NA
SEND_ANALOG_DOMICILE.IUN_DTNY-XJRX-KHZK-202307-T-1.RECINDEX_0.ATTEMPT_0,47833,NA
SEND_ANALOG_DOMICILE.IUN_EKQX-VHDT-XTKM-202307-Z-1.RECINDEX_0.ATTEMPT_0,39100,NA
SEND_ANALOG_DOMICILE.IUN_HMYQ-JDAH-TMUQ-202307-G-1.RECINDEX_0.ATTEMPT_0,20812,NA
SEND_ANALOG_DOMICILE.IUN_TVWK-TEUX-GTVJ-202307-Y-1.RECINDEX_0.ATTEMPT_0,7026,NA
SEND_ANALOG_DOMICILE.IUN_PJNZ-KTUD-PRAE-202307-L-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_LJXP-YRME-JMDK-202307-J-1.RECINDEX_0.ATTEMPT_0,21042,NA
SEND_ANALOG_DOMICILE.IUN_UGTY-AYGY-KAPG-202307-R-1.RECINDEX_0.ATTEMPT_0,20058,NA
SEND_ANALOG_DOMICILE.IUN_XNQT-YRZW-WLRM-202307-H-1.RECINDEX_0.ATTEMPT_0,89044,NA
SEND_ANALOG_DOMICILE.IUN_JTAW-LTNY-GNLR-202307-Y-1.RECINDEX_0.ATTEMPT_0,47924,NA
SEND_ANALOG_DOMICILE.IUN_NRED-LMHZ-VGXE-202307-J-1.RECINDEX_0.ATTEMPT_0,52045,NA
SEND_ANALOG_DOMICILE.IUN_XAQU-TYXM-HEUM-202307-R-1.RECINDEX_0.ATTEMPT_0,20025,NA
SEND_ANALOG_DOMICILE.IUN_LUNQ-ZERY-UAPV-202307-X-1.RECINDEX_0.ATTEMPT_0,40057,NA
SEND_ANALOG_DOMICILE.IUN_YQKX-WNLH-VQNP-202307-Z-1.RECINDEX_0.ATTEMPT_0,47922,NA
SEND_ANALOG_DOMICILE.IUN_XVHA-KLNQ-ZMVH-202307-D-1.RECINDEX_0.ATTEMPT_0,35043,NA
SEND_ANALOG_DOMICILE.IUN_GJXV-GRJA-QZAW-202307-R-1.RECINDEX_0.ATTEMPT_0,20831,NA
SEND_ANALOG_DOMICILE.IUN_QYHJ-KXPM-UREY-202307-Q-1.RECINDEX_0.ATTEMPT_0,80026,NA
SEND_ANALOG_DOMICILE.IUN_WUTX-LZGN-KMHW-202307-Y-1.RECINDEX_0.ATTEMPT_0,31010,NA
SEND_ANALOG_DOMICILE.IUN_RKUX-EGQE-ZJGT-202307-T-1.RECINDEX_0.ATTEMPT_0,16138,NA
SEND_ANALOG_DOMICILE.IUN_ZWGQ-ZEZG-EKAT-202307-Z-1.RECINDEX_0.ATTEMPT_0,80058,NA
SEND_ANALOG_DOMICILE.IUN_ZWGQ-ZEZG-EKAT-202307-Z-1.RECINDEX_0.ATTEMPT_1,26 110,POLONIA
SEND_ANALOG_DOMICILE.IUN_YWHY-TEHR-TYEG-202307-N-1.RECINDEX_0.ATTEMPT_0,55054,NA
SEND_ANALOG_DOMICILE.IUN_EQMQ-GHEH-KAPX-202307-H-1.RECINDEX_0.ATTEMPT_0,62,NA
SEND_ANALOG_DOMICILE.IUN_PDNE-PWPN-VWGY-202307-J-1.RECINDEX_0.ATTEMPT_0,39100,NA
SEND_ANALOG_DOMICILE.IUN_LWZR-LJWQ-HDRA-202307-W-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_QRZX-YNWQ-LPXR-202307-J-1.RECINDEX_0.ATTEMPT_0,55100,NA
SEND_ANALOG_DOMICILE.IUN_PGHX-AGXZ-DHPU-202307-M-1.RECINDEX_0.ATTEMPT_0,27030,NA
SEND_ANALOG_DOMICILE.IUN_PGHX-AGXZ-DHPU-202307-M-1.RECINDEX_0.ATTEMPT_1,27043,NA
SEND_ANALOG_DOMICILE.IUN_KNAM-VZTD-KMHR-202307-L-1.RECINDEX_0.ATTEMPT_0,31018,NA
SEND_ANALOG_DOMICILE.IUN_AWGD-UKJQ-EGRN-202307-M-1.RECINDEX_0.ATTEMPT_0,70024,NA
SEND_ANALOG_DOMICILE.IUN_GHYE-EYME-NGJY-202307-Y-1.RECINDEX_0.ATTEMPT_0,47834,NA
SEND_ANALOG_DOMICILE.IUN_XRYE-TGKG-YMVR-202307-T-1.RECINDEX_0.ATTEMPT_0,30020,NA
SEND_ANALOG_DOMICILE.IUN_LYUY-YLVW-GKUE-202307-H-1.RECINDEX_0.ATTEMPT_0,72014,NA
SEND_ANALOG_DOMICILE.IUN_MQAQ-PEYW-ZTNV-202307-Y-1.RECINDEX_0.ATTEMPT_0,20089,NA
SEND_ANALOG_DOMICILE.IUN_YXDJ-DXMA-HJHT-202307-Z-1.RECINDEX_0.ATTEMPT_0,87064,NA
SEND_ANALOG_DOMICILE.IUN_JQZU-ZTHK-KZMN-202307-Z-1.RECINDEX_0.ATTEMPT_0,35040,NA
SEND_ANALOG_DOMICILE.IUN_JQZU-ZTHK-KZMN-202307-Z-1.RECINDEX_0.ATTEMPT_1,35042,NA
SEND_ANALOG_DOMICILE.IUN_VHKH-KNXN-GWVM-202307-Y-1.RECINDEX_0.ATTEMPT_0,76011,NA
SEND_ANALOG_DOMICILE.IUN_VKME-GDYH-KJVD-202307-P-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_DXHM-PRWV-VXMW-202307-J-1.RECINDEX_0.ATTEMPT_0,20812,NA
SEND_ANALOG_DOMICILE.IUN_DXHM-PRWV-VXMW-202307-J-1.RECINDEX_0.ATTEMPT_1,20812,NA
SEND_ANALOG_DOMICILE.IUN_MXUZ-TKAQ-WJTZ-202307-L-1.RECINDEX_0.ATTEMPT_0,22030,NA
SEND_ANALOG_DOMICILE.IUN_QNMT-YURD-TZTR-202307-N-1.RECINDEX_0.ATTEMPT_0,82100,NA
SEND_ANALOG_DOMICILE.IUN_UTEV-LWZJ-YXYJ-202307-V-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_NLML-RYDL-LMVW-202307-D-1.RECINDEX_0.ATTEMPT_0,20030,NA
SEND_ANALOG_DOMICILE.IUN_NLML-RYDL-LMVW-202307-D-1.RECINDEX_0.ATTEMPT_1,20030,NA
SEND_ANALOG_DOMICILE.IUN_KLNK-UQZV-EPJP-202307-A-1.RECINDEX_0.ATTEMPT_0,25045,NA
SEND_ANALOG_DOMICILE.IUN_KLNK-UQZV-EPJP-202307-A-1.RECINDEX_0.ATTEMPT_1,25045,NA
SEND_ANALOG_DOMICILE.IUN_VKUX-YNQP-VJMZ-202307-T-1.RECINDEX_0.ATTEMPT_0,15048,NA
SEND_ANALOG_DOMICILE.IUN_VWAM-YDJL-DWZL-202307-Z-1.RECINDEX_0.ATTEMPT_0,47822,NA
SEND_ANALOG_DOMICILE.IUN_EXKX-VGHP-KGXY-202307-H-1.RECINDEX_0.ATTEMPT_0,20125,NA
SEND_ANALOG_DOMICILE.IUN_VEVX-YHMZ-NXAZ-202307-N-1.RECINDEX_0.ATTEMPT_0,91028,NA
SEND_ANALOG_DOMICILE.IUN_UMAT-XZTP-NGHZ-202307-V-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_QGPK-ULRE-DQEL-202307-R-1.RECINDEX_0.ATTEMPT_0,70010,NA
SEND_ANALOG_DOMICILE.IUN_YTUP-PDAG-AJKJ-202307-Q-1.RECINDEX_0.ATTEMPT_0,20822,NA
SEND_ANALOG_DOMICILE.IUN_RKAQ-UHDP-ZRZN-202307-G-1.RECINDEX_0.ATTEMPT_0,47921,NA
SEND_ANALOG_DOMICILE.IUN_JQML-ZQJE-PAYP-202307-R-1.RECINDEX_0.ATTEMPT_0,20079,NA
SEND_ANALOG_DOMICILE.IUN_EZHU-HVZX-AJTZ-202307-X-1.RECINDEX_0.ATTEMPT_0,22072,NA
SEND_ANALOG_DOMICILE.IUN_PYLQ-WDLM-VTNA-202307-D-1.RECINDEX_0.ATTEMPT_0,7026,NA
SEND_ANALOG_DOMICILE.IUN_VRUD-GYWG-LRNK-202307-E-1.RECINDEX_0.ATTEMPT_0,96017,NA
SEND_ANALOG_DOMICILE.IUN_PVGU-JQHR-HPTA-202307-L-1.RECINDEX_0.ATTEMPT_0,27044,NA
SEND_ANALOG_DOMICILE.IUN_YDNV-HWEG-LGAD-202307-J-1.RECINDEX_0.ATTEMPT_0,20060,NA
SEND_ANALOG_DOMICILE.IUN_YDNV-HWEG-LGAD-202307-J-1.RECINDEX_0.ATTEMPT_1,1775 JA,PAESI BASSI
SEND_ANALOG_DOMICILE.IUN_XDGE-UYLX-ZDYD-202307-H-1.RECINDEX_0.ATTEMPT_0,47922,NA
SEND_ANALOG_DOMICILE.IUN_YRPK-LZKT-KHLM-202307-E-1.RECINDEX_0.ATTEMPT_0,31010,NA
SEND_ANALOG_DOMICILE.IUN_HUNG-JULE-EZXQ-202307-T-1.RECINDEX_0.ATTEMPT_0,72027,NA
SEND_ANALOG_DOMICILE.IUN_WGJZ-PYMK-QJMR-202307-L-1.RECINDEX_0.ATTEMPT_0,20832,NA
SEND_ANALOG_DOMICILE.IUN_WGJZ-PYMK-QJMR-202307-L-1.RECINDEX_0.ATTEMPT_1,20832,NA
SEND_ANALOG_DOMICILE.IUN_WNUT-AYVK-PNJV-202307-W-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_NQNE-DJNJ-LEYM-202307-R-1.RECINDEX_0.ATTEMPT_0,31024,NA
SEND_ANALOG_DOMICILE.IUN_TDRX-YXTM-PUWR-202307-X-1.RECINDEX_0.ATTEMPT_0,27016,NA
SEND_ANALOG_DOMICILE.IUN_PZNR-LHXG-DKQV-202307-A-1.RECINDEX_0.ATTEMPT_0,7026,NA
SEND_ANALOG_DOMICILE.IUN_EYPY-VPXP-DJXY-202307-L-1.RECINDEX_0.ATTEMPT_0,71042,NA
SEND_ANALOG_DOMICILE.IUN_LUTV-ZGER-QVGJ-202307-J-1.RECINDEX_0.ATTEMPT_0,35030,NA
SEND_ANALOG_DOMICILE.IUN_DHGW-MYKR-PTEV-202307-U-1.RECINDEX_0.ATTEMPT_0,46047,NA
SEND_ANALOG_DOMICILE.IUN_YXWH-UJMG-ENZH-202307-J-1.RECINDEX_0.ATTEMPT_0,27010,NA
SEND_ANALOG_DOMICILE.IUN_QAJY-EMRE-PZEN-202307-H-1.RECINDEX_0.ATTEMPT_0,9032,NA
SEND_ANALOG_DOMICILE.IUN_XJAN-QRTJ-DYRL-202307-W-1.RECINDEX_0.ATTEMPT_0,96017,NA
SEND_ANALOG_DOMICILE.IUN_DHLU-NUHW-EPWN-202307-R-1.RECINDEX_0.ATTEMPT_0,63811,NA
SEND_ANALOG_DOMICILE.IUN_HEVM-PRDR-GAVT-202307-D-1.RECINDEX_0.ATTEMPT_0,80040,NA
SEND_ANALOG_DOMICILE.IUN_DVAT-EJXG-JHKZ-202307-W-1.RECINDEX_0.ATTEMPT_0,166,NA
SEND_ANALOG_DOMICILE.IUN_PMKG-JUYT-YXTA-202307-Q-1.RECINDEX_0.ATTEMPT_0,46042,NA
SEND_ANALOG_DOMICILE.IUN_MVHK-ELWV-AGEL-202307-Q-1.RECINDEX_0.ATTEMPT_0,87019,NA
SEND_ANALOG_DOMICILE.IUN_UKZX-TZHW-PUXK-202307-D-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_WRUN-ZJEL-XTPM-202307-Y-1.RECINDEX_0.ATTEMPT_0,27043,NA
SEND_ANALOG_DOMICILE.IUN_TJZM-PJDA-MKXV-202307-T-1.RECINDEX_0.ATTEMPT_0,27010,NA
SEND_ANALOG_DOMICILE.IUN_JHXU-XYXP-HTAH-202307-N-1.RECINDEX_0.ATTEMPT_0,20096,NA
SEND_ANALOG_DOMICILE.IUN_JHXU-XYXP-HTAH-202307-N-1.RECINDEX_0.ATTEMPT_1,80134,NA
SEND_ANALOG_DOMICILE.IUN_HTZY-QTMK-DUHE-202307-Z-1.RECINDEX_0.ATTEMPT_0,46100,NA
SEND_ANALOG_DOMICILE.IUN_VAZX-NAEJ-MKEQ-202307-A-1.RECINDEX_0.ATTEMPT_0,31050,NA
SEND_ANALOG_DOMICILE.IUN_ZKHT-PGPU-NLDM-202307-P-1.RECINDEX_0.ATTEMPT_0,80133,NA
SEND_ANALOG_DOMICILE.IUN_HULH-YDYU-AZNR-202307-K-1.RECINDEX_0.ATTEMPT_0,71019,NA
SEND_ANALOG_DOMICILE.IUN_KUGT-XDYV-RYWL-202307-K-1.RECINDEX_0.ATTEMPT_0,47921,NA
SEND_ANALOG_DOMICILE.IUN_NWNR-AGZK-YNTJ-202307-J-1.RECINDEX_0.ATTEMPT_0,35040,NA
SEND_ANALOG_DOMICILE.IUN_UJRV-HAQD-GWGL-202307-X-1.RECINDEX_0.ATTEMPT_0,20030,NA
SEND_ANALOG_DOMICILE.IUN_RLZA-VRKP-WMZE-202307-R-1.RECINDEX_0.ATTEMPT_0,20090,NA
SEND_ANALOG_DOMICILE.IUN_ZJZY-YUZK-WAGK-202307-N-1.RECINDEX_0.ATTEMPT_0,47843,NA
SEND_ANALOG_DOMICILE.IUN_HQPN-VMGE-WYGQ-202307-W-1.RECINDEX_0.ATTEMPT_0,23900,NA
SEND_ANALOG_DOMICILE.IUN_ZWNK-ETUY-XRYP-202307-A-1.RECINDEX_0.ATTEMPT_0,60015,NA
SEND_ANALOG_DOMICILE.IUN_TEAT-NZLM-LXHV-202307-A-1.RECINDEX_0.ATTEMPT_0,24069,NA
SEND_ANALOG_DOMICILE.IUN_TEAT-NZLM-LXHV-202307-A-1.RECINDEX_0.ATTEMPT_1,24126,NA
SEND_ANALOG_DOMICILE.IUN_HKNX-WZNY-XNGN-202307-E-1.RECINDEX_0.ATTEMPT_0,47838,NA
SEND_ANALOG_DOMICILE.IUN_UZER-GEMJ-NMUW-202307-Y-1.RECINDEX_0.ATTEMPT_0,47924,NA
SEND_ANALOG_DOMICILE.IUN_ZQPM-RQUL-RAXV-202307-E-1.RECINDEX_0.ATTEMPT_0,47922,NA
SEND_ANALOG_DOMICILE.IUN_MVDT-TKGA-ULXP-202307-T-1.RECINDEX_0.ATTEMPT_0,47924,NA
SEND_ANALOG_DOMICILE.IUN_LZLP-JKHU-ZHMV-202307-H-1.RECINDEX_0.ATTEMPT_0,47833,NA
SEND_ANALOG_DOMICILE.IUN_ZEJG-NKWM-HJNJ-202307-X-1.RECINDEX_0.ATTEMPT_0,22066,NA
SEND_ANALOG_DOMICILE.IUN_XREZ-WYWR-HTQD-202307-L-1.RECINDEX_0.ATTEMPT_0,35040,NA
SEND_ANALOG_DOMICILE.IUN_ZXZW-DRVD-MGZV-202307-Q-1.RECINDEX_0.ATTEMPT_0,132,NA
SEND_ANALOG_DOMICILE.IUN_WNJG-AJXH-EANM-202307-H-1.RECINDEX_0.ATTEMPT_0,25020,NA
SEND_ANALOG_DOMICILE.IUN_WNJG-AJXH-EANM-202307-H-1.RECINDEX_0.ATTEMPT_1,NA,FRANCIA
SEND_ANALOG_DOMICILE.IUN_VAVR-HYXL-DVDZ-202307-P-1.RECINDEX_0.ATTEMPT_0,43029,NA
SEND_ANALOG_DOMICILE.IUN_ZGAG-WPXU-RZKU-202307-Z-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_ZHAM-NUJQ-YZPN-202307-R-1.RECINDEX_0.ATTEMPT_0,25020,NA
SEND_ANALOG_DOMICILE.IUN_YQKA-DJAN-ZLRE-202307-W-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_MUJE-JWXE-XKTX-202307-M-1.RECINDEX_0.ATTEMPT_0,20811,NA
SEND_ANALOG_DOMICILE.IUN_UPUQ-JAMQ-PURQ-202307-K-1.RECINDEX_0.ATTEMPT_0,35045,NA
SEND_ANALOG_DOMICILE.IUN_PLQZ-DWPR-XYEZ-202307-M-1.RECINDEX_0.ATTEMPT_0,98121,NA
SEND_ANALOG_DOMICILE.IUN_QTVA-MGXD-XWNZ-202307-V-1.RECINDEX_0.ATTEMPT_0,32044,NA
SEND_ANALOG_DOMICILE.IUN_UGJT-XYTU-EQZY-202307-T-1.RECINDEX_0.ATTEMPT_0,39100,NA
SEND_ANALOG_DOMICILE.IUN_XPXP-XYNP-NXAQ-202307-Q-1.RECINDEX_0.ATTEMPT_0,47923,NA
SEND_ANALOG_DOMICILE.IUN_UNEN-ZTZT-VDRW-202307-M-1.RECINDEX_0.ATTEMPT_0,28010,NA
SEND_ANALOG_DOMICILE.IUN_UNEN-ZTZT-VDRW-202307-M-1.RECINDEX_0.ATTEMPT_1,22039,NA
SEND_ANALOG_DOMICILE.IUN_QHJE-WKGH-QHEX-202307-Q-1.RECINDEX_0.ATTEMPT_0,55054,NA
SEND_ANALOG_DOMICILE.IUN_HGLE-PRNG-WGMW-202307-Z-1.RECINDEX_0.ATTEMPT_0,61044,NA
