zone;countryIt;countryEn
ZONE_2;S. KITTIS ET NEVIS;SAINT KITTIS
ZONE_2;S. KITTIS(NEVIS);SAINT KITTIS
ZONE_2;S. PIERRE E MIQUELON;SAINT PIERRE E MIQUELON
ZONE_2;S. PIERRE ET MIQUELON;SAINT PIERRE E MIQUELON
ZONE_2;S. THOMAS AND PRINCE;SAO TOME E PRINCIPE
ZONE_2;S. THOMAS-ET-PRINCE;SAO TOME E PRINCIPE
ZONE_2;S. THOMAS-ET-PRINCIPE;SAO TOME E PRINCIPE
ZONE_2;S. VINCENT AND GRENADINES;SAINT VINCENT E LE GRENADINE
ZONE_2;S. VINCENZO (GRENADINE);SAINT VINCENT E LE GRENADINE
ZONE_2;S.KITTIS;SAINT KITTIS
ZONE_2;SABA;ANTILLE OLANDESI
ZONE_2;SAINT BARTHELEMY;SAINT BARTHELEMY
ZONE_2;SAINT CHRISTOPHE ET NIEVES;SAINT CHRISTOPHER E NEVIS
ZONE_2;SAINT CHRISTOPHER E NEVIS;SAINT CHRISTOPHER E NEVIS
ZONE_2;SAINT CROIX;ISOLE VERGINI AMERICANE
ZONE_2;SAINT EUSTATIUS;ANTILLE OLANDESI
ZONE_2;SAINT HELENA;SANT' ELENA
ZONE_2;SAINT HELENE;SANT' ELENA
ZONE_2;SAINT KITTIS AND NEVIS;SAINT KITTIS
ZONE_2;SAINT KITTIS E NEVIS;SAINT KITTIS
ZONE_2;SAINT KITTIS;SAINT KITTIS
ZONE_2;SAINT KITTS AND NEVIS;SAINT CHRISTOPHER E NEVIS
ZONE_2;SAINT LUCIA;SAINT LUCIA
ZONE_2;SAINT LUCIE;SAINT LUCIA
ZONE_2;SAINT MAARTEN;ANTILLE OLANDESI
ZONE_2;SAINT MARTIN;SAINT MARTIN
ZONE_2;SAINT PIERRE AND MIQUELON;SAINT PIERRE E MIQUELON
ZONE_2;SAINT PIERRE E MIQUELON;SAINT PIERRE E MIQUELON
ZONE_2;SAINT PIERRE;SAINT PIERRE E MIQUELON
ZONE_2;SAINT THOMAS;ISOLE VERGINI AMERICANE
ZONE_2;SAINT VINCENT AND THE GRENADINES;SAINT VINCENT E LE GRENADINE
ZONE_2;SAINT VINCENT E LE GRENADINE;SAINT VINCENT E LE GRENADINE
ZONE_2;SAINT VINCENT;SAINT VINCENT E LE GRENADINE
ZONE_2;SAINT VINCENTE GRENADINE;SAINT VINCENT E LE GRENADINE
ZONE_2;SAINT-BARTHELEMY;SAINT BARTHELEMY
ZONE_2;SAINT-BARTHÉLEMY;SAINT BARTHELEMY
ZONE_2;SAINT-MARTIN;SAINT MARTIN
ZONE_2;SAINT-PIERRE E MIQUELON;SAINT PIERRE E MIQUELON
ZONE_2;SAINTE HELENE;SANT' ELENA
ZONE_2;SAINTE HÉLÈNE;SANT' ELENA
ZONE_2;SAINTE LUCIE;SAINT LUCIA
ZONE_2;SAINTE VINCENTE ET GRENADINES;SAINT VINCENT E LE GRENADINE
ZONE_2;SAINTE-HELENE;SANT' ELENA
ZONE_2;SAINTE-HÉLÈNE;SANT' ELENA
ZONE_2;SAMOA NEOZELANDESI;SAMOA OCCIDENTALI
ZONE_2;SAMOA OCC;SAMOA OCCIDENTALI
ZONE_2;SAMOA OCC.;SAMOA OCCIDENTALI
ZONE_2;SAMOA OCCIDENTAL;SAMOA OCCIDENTALI
ZONE_2;SAMOA OCCIDENTALI;SAMOA OCCIDENTALI
ZONE_2;SAMOA;SAMOA OCCIDENTALI
ZONE_2;SAN CRISTOBAL Y NEVIS;SAINT CHRISTOPHER E NEVIS
ZONE_2;SAN PEDRO;SAINT PIERRE E MIQUELON
ZONE_2;SAN VINCENZO;SAINT VINCENT E LE GRENADINE
ZONE_2;SANDWICH;GEORGIA DEL SUD E SANDWICH DEL SUD
ZONE_2;SANT ELENA;SANT' ELENA
ZONE_2;SANT' ELENA;SANT' ELENA
ZONE_2;SANT'ELENA;SANT' ELENA
ZONE_2;SANTA ELENA;SANT' ELENA
ZONE_2;SANTA LUCIA;SAINT LUCIA
ZONE_2;SANTO TOME Y PRINCIPE;SAO TOME E PRINCIPE
ZONE_2;SAO TOME AND PRINCIPE;SAO TOME E PRINCIPE
ZONE_2;SAO TOME E PRINCIPE;SAO TOME E PRINCIPE
ZONE_2;SÃO TOMÉ E PRÍNCIPE;SAO TOME E PRINCIPE
ZONE_2;SAO TOME ET PRINCIPE;SAO TOME E PRINCIPE
ZONE_2;SAUDI ARABIA;ARABIA SAUDITA
ZONE_2;SENEGAL;SENEGAL
ZONE_2;SÉNÉGAL;SENEGAL
ZONE_2;SEYCHELLES;SEYCHELLES
ZONE_2;SIERRA LEON;SIERRA LEONE
ZONE_2;SIERRA LEONA;SIERRA LEONE
ZONE_2;SIERRA LEONE;SIERRA LEONE
ZONE_2;SINGAPORE;SINGAPORE
ZONE_2;SINGAPOUR;SINGAPORE
ZONE_2;SINGAPUR;SINGAPORE
ZONE_2;SOUDAN;SUDAN
ZONE_2;SOUTH AFRICA;SUDAFRICA
ZONE_2;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;GEORGIA DEL SUD E SANDWICH DEL SUD
ZONE_2;SOUTH GEORGIA;GEORGIA DEL SUD E SANDWICH DEL SUD
ZONE_2;SOUTH SUDAN;SUD SUDAN
ZONE_2;SRI LANKA;SRI LANKA
ZONE_2;ST HELENA;SANT' ELENA
ZONE_2;ST. HELENA;SANT' ELENA
ZONE_2;ST. LUCIA;SAINT LUCIA
ZONE_2;STATI UNITI D' AMERICA;STATI UNITI D'AMERICA
ZONE_2;STATI UNITI D'AMERICA;STATI UNITI D'AMERICA
ZONE_2;STATI UNITI DAMERICA;STATI UNITI D'AMERICA
ZONE_2;SUD SUDAN;SUD SUDAN
ZONE_2;SUDAFRICA;SUDAFRICA
ZONE_2;SUDAFRICANA;SUDAFRICA
ZONE_2;SUDAN;SUDAN
ZONE_2;SURINAM;SURINAME
ZONE_2;SURINAME;SURINAME
ZONE_2;SWAZILAND;SWAZILAND
ZONE_2;SWAZILANDIA;SWAZILAND
ZONE_2;TADJIKISTAN;TADJIKISTAN
ZONE_2;TAGIKISTAN;TADJIKISTAN
ZONE_2;TAILANDIA;TAILANDIA
ZONE_2;TAIWAN (FORMOSA);TAIWAN
ZONE_2;TAIWAN FORMOSA;TAIWAN
ZONE_2;TAIWAN PROVINCE OF CHINA;TAIWAN
ZONE_2;TAIWAN, PROVINCE OF CHINA;TAIWAN
ZONE_2;TAIWAN;TAIWAN
ZONE_2;TAJIKISTAN;TADJIKISTAN
ZONE_2;TANZANIA UNITED REPUBLIC OF;TANZANIA
ZONE_2;TANZANIA, UNITED REPUBLIC OF;TANZANIA
ZONE_2;TANZANIA;TANZANIA
ZONE_2;TANZANIE;TANZANIA
ZONE_2;TCHAD;CIAD
ZONE_2;TERRIT BRIT DELL' OCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRIT BRIT DELL'OCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRIT BRIT DELLOCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRIT. BRIT. DELL' OCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRIT. BRIT. DELL'OCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRITORIO BRITANNICO DELL'OCEANO INDIANO;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;TERRITORIO BRITANNICO DELLOCEANO INDIAN;TERRIT. BRIT. DELL'OCEANO INDIANO
ZONE_2;THAILAND;TAILANDIA
ZONE_2;THAILANDE;TAILANDIA
ZONE_2;THAÏLANDE;TAILANDIA
ZONE_2;THAILANDIA;TAILANDIA
ZONE_2;THE GAMBIA;GAMBIA
ZONE_2;TIMOR EST;TIMOR PORTOGHESE
ZONE_2;TIMOR LESTE;TIMOR PORTOGHESE
ZONE_2;TIMOR ORIENTAL;TIMOR PORTOGHESE
ZONE_2;TIMOR ORIENTALE;TIMOR PORTOGHESE
ZONE_2;TIMOR PORTOGHESE;TIMOR PORTOGHESE
ZONE_2;TIMOR PORTUGUES;TIMOR PORTOGHESE
ZONE_2;TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TOGO;TOGO
ZONE_2;TOGOLESA;TOGO
ZONE_2;TOGOLESE REPUBLIC;TOGO
ZONE_2;TRINIDAD AND TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TRINIDAD E TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TRINIDAD Y TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TRINIDAD;TRINIDAD E TOBAGO
ZONE_2;TRINITE ET TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TRINITÉ ET TOBAGO;TRINIDAD E TOBAGO
ZONE_2;TRISTAN DA CUNHA;TRISTAN DA CUNHA
ZONE_2;TURKMENISTAN;TURKMENISTAN
ZONE_2;TURKMÉNISTAN;TURKMENISTAN
ZONE_2;TURKS AND CAICOS ISLANDS;ISOLE TURKS E CAICOS
ZONE_2;TURKS E CAICOS;ISOLE TURKS E CAICOS
ZONE_2;TURKS ET CAIQUES;ISOLE TURKS E CAICOS
ZONE_2;TURKS;ISOLE TURKS E CAICOS
ZONE_2;TURQUES E CAIQUES;ISOLE TURKS E CAICOS
ZONE_2;U S A;STATI UNITI D'AMERICA
ZONE_2;U.S.A.;STATI UNITI D'AMERICA
ZONE_2;UGANDA;UGANDA
ZONE_2;UNITED ARAB EMIRATES;EMIRATI ARABI UNITI
ZONE_2;UNITED STATES OF AMERICA;STATI UNITI D'AMERICA
ZONE_2;UNITED STATES VIRGIN ISLANDS;ISOLE VERGINI AMERICANE
ZONE_2;UNITED STATES;STATI UNITI D'AMERICA
ZONE_2;URUGUAY;URUGUAY
ZONE_2;USA;STATI UNITI D'AMERICA
ZONE_2;UZBEKISTAN;UZBEKISTAN
ZONE_2;VENEZUELA;VENEZUELA
ZONE_2;VERGINI BRITANNICHE;ISOLE VERGINI BRITANNICHE
ZONE_2;VERGINI U S A;ISOLE VERGINI AMERICANE
ZONE_2;VERGINI U.S.A.;ISOLE VERGINI AMERICANE
ZONE_2;VIET NAM;VIET NAM
ZONE_2;VIETNAM;VIET NAM
ZONE_2;VIRGIN ISLANDS BRITISH;ISOLE VERGINI BRITANNICHE
ZONE_2;VIRGIN ISLANDS U S A;ISOLE VERGINI AMERICANE
ZONE_2;VIRGIN ISLANDS U.S.;ISOLE VERGINI AMERICANE
ZONE_2;VIRGIN ISLANDS U.S.A;ISOLE VERGINI AMERICANE
ZONE_2;VIRGIN ISLANDS, BRITISH;ISOLE VERGINI BRITANNICHE
ZONE_2;VIRGIN ISLANDS, U.S.;ISOLE VERGINI AMERICANE
ZONE_2;WESTERN SAMOA;SAMOA OCCIDENTALI
ZONE_2;ZAIRE;REPUBBLICA DEMOCRATICA DEL CONGO
ZONE_2;ZAMBIA;ZAMBIA
ZONE_2;ZAMBIE;ZAMBIA
ZONE_2;ZIMBABWE;ZIMBABWE
ZONE_2;ZIMBAWE;ZIMBABWE
ZONE_3;AMERICAN SAMOA;SAMOA AMERICANE
ZONE_3;AUSTRALIA;AUSTRALIA
ZONE_3;AUSTRALIE;AUSTRALIA
ZONE_3;CALEDONIA;NUOVA CALEDONIA
ZONE_3;CLIPPERTON;POLINESIA FRANCESE
ZONE_3;COMMONWEALTH OF AUSTRALIA;AUSTRALIA
ZONE_3;COOK ISLANDS;ISOLE COOK
ZONE_3;COOK;ISOLE COOK
ZONE_3;CROZET;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;DUCIE;PITCAIRN
ZONE_3;FIDJI;ISOLE FIGI
ZONE_3;FIGI;ISOLE FIGI
ZONE_3;FIJI ISLAND;ISOLE FIGI
ZONE_3;FIJI ISLANDS;ISOLE FIGI
ZONE_3;FIJI;ISOLE FIGI
ZONE_3;FRENCH POLYNESIA;POLINESIA FRANCESE
ZONE_3;FRENCH SOUTHERN TERRITORIES;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;FUTUNA;WALLIS E FUTUNA
ZONE_3;GUAM;GUAM
ZONE_3;HENDERSON;PITCAIRN
ZONE_3;ISLA FIJI;ISOLE FIGI
ZONE_3;ISLAS MARIANAS;ISOLE MARIANNES
ZONE_3;ISOLA DI WAKE;WAKE
ZONE_3;ISOLE COOK;ISOLE COOK
ZONE_3;ISOLE FIGI;ISOLE FIGI
ZONE_3;ISOLE MARIANNE SETTENTRIONALI;ISOLE MARIANNES
ZONE_3;ISOLE MARIANNES;ISOLE MARIANNES
ZONE_3;ISOLE MARSHALL;ISOLE MARSHALL
ZONE_3;ISOLE PITCAIRN;PITCAIRN
ZONE_3;ISOLE SALOMONE;ISOLE SALOMONE
ZONE_3;ISOLE TOKELAU;ISOLE TOKELAU
ZONE_3;KIRIBATI;KIRIBATI
ZONE_3;MARIANA ISLANDS;ISOLE MARIANNES
ZONE_3;MARIANNE;ISOLE MARIANNES
ZONE_3;MARIANNES;ISOLE MARIANNES
ZONE_3;MARSHALL ISLANDS;ISOLE MARSHALL
ZONE_3;MARSHALL;ISOLE MARSHALL
ZONE_3;MICRONESIA FEDERATED STATES OF;MICRONESIA
ZONE_3;MICRONESIA, FEDERATED STATES OF;MICRONESIA
ZONE_3;MICRONESIA;MICRONESIA
ZONE_3;MICRONESIE;MICRONESIA
ZONE_3;NAURU;NAURU
ZONE_3;NEW CALEDONIA;NUOVA CALEDONIA
ZONE_3;NEW GUINEA;PAPUASIA NUOVA GUINEA
ZONE_3;NEW ZEALAND;NUOVA ZELANDA
ZONE_3;NIUE;NIUE
ZONE_3;NORFOLK ISLAND;NORFOLK
ZONE_3;NORFOLK;NORFOLK
ZONE_3;NORTHERN MARIANA ISLANDS;ISOLE MARIANNES
ZONE_3;NOUVELLE CALEDONIE;NUOVA CALEDONIA
ZONE_3;NOUVELLE CALÉDONIE;NUOVA CALEDONIA
ZONE_3;NOUVELLE ZELANDE;NUOVA ZELANDA
ZONE_3;NOUVELLE ZÉLANDE;NUOVA ZELANDA
ZONE_3;NUEVA CALEDONIA;NUOVA CALEDONIA
ZONE_3;NUEVA ZELANDA;NUOVA ZELANDA
ZONE_3;NUOVA CALEDONIA;NUOVA CALEDONIA
ZONE_3;NUOVA GUINEA PAPUA;PAPUASIA NUOVA GUINEA
ZONE_3;NUOVA GUINEA-PAPUA;PAPUASIA NUOVA GUINEA
ZONE_3;NUOVA ZELANDA;NUOVA ZELANDA
ZONE_3;OENO;PITCAIRN
ZONE_3;PALAOS;PALAOS
ZONE_3;PALAU;PALAOS
ZONE_3;PAPOUASIE - NOUVELLE GUINEE;PAPUASIA NUOVA GUINEA
ZONE_3;PAPOUASIE - NOUVELLE GUINÉE;PAPUASIA NUOVA GUINEA
ZONE_3;PAPOUASIE NOUVELLE GUINEE;PAPUASIA NUOVA GUINEA
ZONE_3;PAPOUASIE NOUVELLE GUINÉE;PAPUASIA NUOVA GUINEA
ZONE_3;PAPUA NEW GUINEA;PAPUASIA NUOVA GUINEA
ZONE_3;PAPUA NUEVA GUINEA;PAPUASIA NUOVA GUINEA
ZONE_3;PAPUA NUOVA GUINEA;PAPUASIA NUOVA GUINEA
ZONE_3;PAPUASIA NUOVA GUINEA;PAPUASIA NUOVA GUINEA
ZONE_3;PITCAIRN ISLANDS;PITCAIRN
ZONE_3;PITCAIRN;PITCAIRN
ZONE_3;POLINESIA FRANCESA;POLINESIA FRANCESE
ZONE_3;POLINESIA FRANCESE;POLINESIA FRANCESE
ZONE_3;POLINESIA;POLINESIA FRANCESE
ZONE_3;POLYNESIE FRANCAISE;POLINESIA FRANCESE
ZONE_3;POLYNÉSIE FRANÇAISE;POLINESIA FRANCESE
ZONE_3;REPUBLIC OF PALAU;PALAOS
ZONE_3;SAIPAN;ISOLE MARIANNES
ZONE_3;SALOMON;ISOLE SALOMONE
ZONE_3;SALOMONE;ISOLE SALOMONE
ZONE_3;SAMOA AMERICAIN;SAMOA AMERICANE
ZONE_3;SAMOA AMERICAINES;SAMOA AMERICANE
ZONE_3;SAMOA AMERICAINÉS;SAMOA AMERICANE
ZONE_3;SAMOA AMERICANE;SAMOA AMERICANE
ZONE_3;SAMOA NORTEAMERICANO;SAMOA AMERICANE
ZONE_3;SAMOA U S A;SAMOA AMERICANE
ZONE_3;SAMOA U.S.A.;SAMOA AMERICANE
ZONE_3;SAMON ISLAND;SAMOA AMERICANE
ZONE_3;SOLOMON ISLANDS;ISOLE SALOMONE
ZONE_3;SOLOMON;ISOLE SALOMONE
ZONE_3;TERRE ADELIE;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;TERRE AUSTRALI E ANTART FRANCESI;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;TERRE AUSTRALI E ANTART. FRANCESI;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;TERRE AUSTRALI E ANTARTICHE FRANCESI;TERRE AUSTRALI E ANTART. FRANCESI
ZONE_3;TINIAN;ISOLE MARIANNES
ZONE_3;TOKELAU ISLANDS;ISOLE TOKELAU
ZONE_3;TOKELAU;ISOLE TOKELAU
ZONE_3;TONGA;TONGA
ZONE_3;TUVALU;TUVALU
ZONE_3;VANUATU;VANUATU
ZONE_3;WAKE ISLAND;WAKE
ZONE_3;WAKE;WAKE
ZONE_3;WALLIS AND FUTUNA ISLANDS;WALLIS E FUTUNA
ZONE_3;WALLIS AND FUTUNA;WALLIS E FUTUNA
ZONE_3;WALLIS E FUTUNA;WALLIS E FUTUNA
ZONE_3;WALLIS;WALLIS E FUTUNA
ZONE_2;SUD AFRICA;SUDAFRICA
